Text;Sentiment
"Kami sudah pernah ke Candi Borobudur sebelumnya, jadi kami tidak ingin mengulangi kunjungan tersebut. Kami mencari pengalaman yang berbeda saat berada di wilayah ini, dan tur VW adalah tamasya yang sempurna!

Dengan 6 orang, kami dibagi menjadi 2 mobil untuk melakukan perjalanan singkat (2 jam). Mobil-mobilnya dalam kondisi sangat baik. Pengemudinya sangat ramah dan sopan, kami melewati sawah yang indah dan desa-desa setempat, dengan beberapa pemberhentian untuk melihat-lihat bisnis lokal yang kami pilih (kami memilih membuat tembikar + gula merah).

Matahari bisa menjadi panas pada akhirnya, terutama jika Anda ingin membuka tenda (yang lebih baik untuk tamasya dan berfoto), jadi kami sarankan untuk melakukannya lebih awal di siang hari atau lebih lambat di sore hari.";1
Suka banget keliling desa di Borobudur,sayang waktu itu hujan tapi tetap suka banget ....;2
Keren banget view nya ??;2
Sangat baguss;2
mas mas driver VW nya ramah ramah??;2
"Sangat puas dan menyenangkan liburan bersama keluarga tercinta keliling dengan pw, pelayananya sangat memuaskan, ramah dan baik banget kita di fotoin dengan hasil foto yg sangat kereen keren... Semoga bs liburan pake mobil vw lagi
Terima kasih ??";2
Recomended;2
Service totalitas;2
Wow;2
Okey abiszzz;2
Driver ramah, mobil keren, bisa ambil foto dg indah;2
Jalan asyik kawasan borobudur dengan vw;2
Rekomended untuk vw tour borobudur.;2
Udah 2x ke sini gak pernah bosan dgn pelayanan nya yg ramah dan sabar ????;2
Supirnya sangat komunikatif hasil jepretan fotonya bagus. Puas rasanya sepadan dengan biaya yg harus kami keluarkan untuk sewa VW;2
"Pertama kali nyoba kesini naik vw menelusuri pedesaan dan prsawahan
Lokasi nya dkt candi borobudur
Harga nya 400k untuk durasi 2jam";1
Seruuuu..pengalaman dan pengetahuan  baru untuk  anak2;2
Mantab;2
Mantap;2
Mantabb;2
Seru keliling desa dengan pemandangan indah, hawa juga adem;2
Bagus banget pemandangannya??;2
"Luar biasa. Kami akan kembali lagi.
Hubungi Bapak Fadli dan pemandu wisata Bapak Ganda";2
"Good experience
Atap VW ini bisa dibuka tutup jadi tenang kalo panas dan hujan bisa terlindungi.
Walaupun mobil tua, nggak ada drama mogok di jalan kok, jadi aman.
Dari kejauhan kalo lihat mobil ini dijalan seperti miniatur mobil warna-warni yang lucu dan keren.
Kami diajak keliling sawah, edukasi madu, ke gereja ayam dan ke svargabumi, terakhir ke omah mbudur.
Supir VW kami ini keren kalii, sehat selalu Bapak";2
Mantap;2
Wisata pedesaan sekitar candi Borobudur Magelang dengan naik VW safari , kita sewa VW paket yang short trip dengan 2 obyek wisata dibandrol dengan harga Rp.350.000 dengan waktu perjalanan 2.5 jam . Kita satu mobil VW diisi 4 orang , yang mana satu duduk dekat sopir dan yang 3 duduk di belakang . Naik VW di jaman sekarang serasa kita kembali ke era tahun 77 nan dimana dulu terkenal dengan mobilnya para camat . VW safari dicat menyolok seperti warna orange , merah , hijau , biru tosca atau kuning menambah semarak tampilannya , dan kalau untuk berpose berfoto ria dengan VW terasa keren pokoknya . Paket wisata yang kita pilih ke Punthuk Setumbu dan UMKM Rengginan . Kebetulan kita ada 14 orang maka menyewa 4 mobil VW , pokoknya senanglah naik VW safari sambil menikmati alam pedesaan , healing yang sangat menentramkan jiwa .;1
Luar biasa,,,;2
Pelayanan prima, recomended??;2
"Wisata ter hist bisa keliling desa2 setempat .sawah2
Pokonya seru deh pemandunya baek2 ramah2 .";1
Bagi yang mau keliling sekitaran candi borobudur. 1 mobil vw safari bisa dinaiki 3-4orang. Mampir ke tempat umkm/warung yg jualan jamur sambil ngopi atau ngeteh.;1
Asyik seru ramah marai bahagia...;2
Keren;2
menyenangkan;2
Tempate gampang dicari;1
Good asri indah nyaman;2
Keren, seru,edukatif;2
KONSEP WISATA BARU;1
Juoss pokoke;2
Seru banget naik vw gaskin;2
Tur pengalaman yang tak terlupakan  di sekitar desa. Baru tahu di belakang candi Borobudur, ada desa edukasi. Harga agak mahal untuk sewa mobil dengan durasi 2 jam, kurang lebih 400 ribu. Namun, sebanding dengan pengalamannya. Tersedia juga caping;2
Keren;2
Suka banget naik vw safari keliling² di Borobudur;2
Seru, anak2 menikmati. Menikmati pemandangan sunrise di phuntuk setumbu, berkunjung dan praktek membuat gerabah, membatik, melihat langsung peternakan lebah madu, penuh edukasi, berkeliling desa yang asri, menyusuri persawahan, desa yang sangat rapi, bersih, dan banyak bangunan unik, masyarakat nya ramah.;2
Sangat menyenangkan untuk melakukan vw safari tour jika anda berkunjung ke magelang;2
Asyik menarik bisa lihat pemandangan di sekitar kawasan borobudur;2
"Drivernya ramah dan sangat informatif. Responnya juga cepat. Tour aku dadakan Begitu aku telfon langsung di respon dan dicarikan mobil yg siap.

Untuk petanya mohon diperbaharui tempat ngetemnya jangan dikasih alamat kantor karena saya kesana tidak ada apa2 ??. Tapi so far saya puas";2
Sangat menarik sekali .pemandangannya sangat indah;2
"Rental jogja.... 082247962051
#sopir vw ramah dan memuaskan
Pelayanan best";2
Refresing bareng keluarga dan selfie dengan background alam;2
Pelayanan sangat memuaskan ..;2
"Menyenangkan
Asyik pemadanganya";2
Sukses selaluuuu????;2
Cocok untuk pasangan muda mudi,, spot fot'nya bnyak bgt & tiket masuk'nya gak menguras kantong..;2
Driver sopan dan ramah, cukup informatif dalam memberikan penjelasan selama tour berlangsung;2
Tim yang cepat dan membantu, pengemudi yang berpengalaman??;2
Memuaskan sekali;2
Driver nya ramah;2
Sangat Fantastic, memuaskan tournya....Mas Guide nya ramah dan humoris....;2
Pelayanan Guide yg sangat informatif kepada customer, thankyou!??;2
masnya baik banget sabar ngadepin emak emak..;2
Terimakasih mas Farid.. sudah menjadi guide kami,  sepanjang jalan kami diberi penjelasan ttg obyek wisata yg ada di sekitar candi Borobudur;2
Layanan pemesanan dan pelaksanaan kegiatan sangat baik, Terima kasih VW Tour Borobudur;2
Guide di lapangan ramah dan fleksibel dalam menemani tamu;2
Pergi di Sabtu 27 Juli 2024, drivernya ramah banyak cerita di sepanjang jalan, ngebantuin banget untuk foto.. TOP????;2
Pelayanan yang diberikan oleh tim lapangan dan pemandu sangat ramah, saya sangat menikmati momen tersebut. Putri saya sangat senang membuat batik dan keramik, jadi saya jauh lebih bahagia;2
"Belum pernah saya mendapatkan pelayanan semewah ini, selama ini. Cultural Journey kali ini dikomandani langsung oleh pimpinan operator tour sendiri yaitu Mbak Cemplon. Di gawangi oleh Mas Andri (VW atendant) dan Mas Mus (videographer). Semuanya memberikan pelayanan prima, penuh tanggung jawab dan sangat profesional layaknya sebuah perusahaan travel agent besar di Jakarta atau di kota2 besar lainnya.

Terima kasih banyak atas kebaikan hati dan keikhlasan anda semua pada kerewelan dan keriweuhan permintaan2 kami. Semoga usaha ini akan besar, sebesar dan sekuat tekat kalian utk mjd tuan rumah di desa sendiri.

Bersama kalian saya semakin memahami makna dan arti dari kata MELAYANI.
Bravoo!!!";2
"H-1 kasih info bahwa salah satu penumpang lg hamil dan ada anak kecil, minta dicarikan mobil dan driver yang terbaik.

Hari H beneran dikasih the best driver, sopan, ramah, sabar dan helpful dan mobil yg nyaman. Jadi bs nikmatin suasana  lingkungan borobudur dengan puas

Real good experience, recomended!";2
Guide (driver) supel ramah enak diajak ngobrol;2
Ramah dan siap membantu??;2
Driver menerangkan dgn jelas setiap lokasi dan bila kita bertanya selalu dijawab apalagi  minta fotoin masnya hasilnya bagus;2
Mantap... Recomended utk tujuan liburan keluarga dan kantor...;2
Drivernya ramah dan melayani dengan kasih;2
Poko e puas, dan pengen main lagi dimari, ajak tmn dan saudara yg blm pernah main ke sini pasti seru.;2
Pelayananan ramah enak wellcome ,,,sabar banget ngatur untuk berfoto ria ...is the best;2
Keren. Jos semuanya perfect premium car, guide, driver memuaskan semua;2
Drivernya ramah, informatif, dan pelayanannya sangat baik;2
Timnya ramah.........bersemangat dan baik, hanya saja teknik memotretnya masih blm  pas di foto jadinya.......  ngambil gambarnya ...;2
"Kerennnn baik bgt mas gondrong jago ambil foto, sabar nunggu kami yg telat dteng.

Walau jauh dari malioboro, terbayar dgn experience yg ada";2
Sangat ramah;2
Tim di lapangan sangat membantu selama perjalanan. Tambahan informasi dari tempat-tempat yg dikunjungi juga bermanfaat. Terima kasih ya;2
sangat puas, pelayanan bagus, driver bernama farid sangat baik dan informatif..we”ll be back soon;2
Kita bisa mengabadikan moment perjalanan kita dengan baik, karena ternyata Mas Mas guide nya multi talent, selain pd baik dan ramah, juga pd pinter moto dan pengarah gaya yg baik pula ??????;2
Pelayanannya ramah;2
Josssss perfect;2
Ini kali ke-2 jalan-jalan ber-VW dgn Dolan nDeso & bawa keluarga. Diawali melihat keindahan karya Sang Pencipta saat sunrise di Punthuk Setumbu. Kemudian dilanjut dengan pengalaman luar biasa & tak terlupakan menikmati pemandangan pesawahan desa, masuk kampung, kunjungan ke UMKM dan terlibat langsung proses pembuatan produknya. Perjalanan santai dgn semilir angin sambil mendengarkan penjelasan dari bapak drivernya sambil sesekali memberikan senyum & menyapa ke penduduk setempat.;2
Secara keseluruhan perjalanan kami dengan VW Safari Trip sangat menyenangkan dan menyenangkan. Sangat senang mengunjungi usaha kecil di desa, pemandangannya luar biasa, sangat merendahkan hati dan kami belajar banyak dari masyarakat setempat ??;2
Tur yang luar biasa. Pemandangannya sangat menakjubkan dan tempat-tempat yang kami kunjungi sangat layak untuk dikunjungi. Kami pergi ke Bukit Rhema dan pengalamannya luar biasa. Kami berhasil membuat Batik Canting dan mendapatkan sapu tangan buatan tangan kami sendiri. Secara keseluruhan, perjalanan dengan mobil klasik ini benar-benar menambah pengalaman yang fantastis untuk tur kami.;2
Mengunjungi tempat pembuatan rengginang, penangkaran lebah madu dan berphoto dengan latar belakang bukit menoreh. Dan selesai berkeliling naik pw kita d suguhi minuman rempah yang rasanya uenak.;1
Selamat malam alhamdulillah trip hari ini menyenangkan,pelayanannya memuaskan. Cucu2 saya bilang tripnya seru, drivernya ramah.Terima kasih untuk pelayanannya.;2
Drivernya ramah & sabar banget mirip orang Jawa hahaha;2
Asik,pelayanan ramah,driver juga oke....;2
Supir sangat berpengalaman, ramah, sopan dan bisa menunjukkan tempat2x yg bagus.;2
pilihan destinasi cukup banyak , pelayan dan driver sangat ramah . dipertahankan akan lebih baik ????;2
Pelayanannya mantab, fast respon, driver yg ditugaskan informatif dan jago take photo dan video;2
Tur vw sangat menyenangkan!;2
Orangnya ramah,pelayanan bagus,jalurnya seru2…the best deh;2
Seru dan menyenangkan karena bisa jalan-jalan keliling dan mengunjungi umkm;2
pelayanannya bagus, on time... good;2
Pergi ke yogya belum lengkap kalau belum baik vw tour borodubur, adminnya fast respon dan ramah;2
oke bgt servisx.. admin ramah driver ramah .. hasil foto juga oke2.. dpt mobil kuning menyala jd makin gejreng .. thanx U oia.. saran aja bwt titik kumpulx lbh dibikin nyaman lg y biar enak parkir n toiletx.. sukses slalu ??;2
Sangat puas dengan keramahan team, terlebih flexibelnya team disaat kondisi gk memungkinkan kami tiba tepat waktu saat itu, dan akhirnya di reschedule ke bsok paginya. Aq akan rekomendasiin VW Tour Borobudur ke temen² dan keluarga, owh iya ada 1 nilai plus lg dr kami yaitu unit mobil VW yg super kinclong yg disediakan team untuk kami ??;2
Seru, ramah & memorable;2
Perjalanan yg menyenangkan bertemu dan berkenalan dng org² baru yg ramah. Pengalaman yg sungguh mengesankan utk anak² sy smpe bilang : sepertinya nyaman tinggal dipedesaan ??;2
"Sangat recommended
Respon cepat, drivernya juga hebat bisa jd fotografer handal??";2
Sangat menyenangkan, kami sangat gembira, diarahkan utk foto dan hasil nya bagus banget. Makasih ya ...;2
Rekomendasi buat tour mobil VW di sekitar boarobudur...pelayanan ????;2
Terimakasi, pelayanannya memuaskan, seruuu!!;2
Tripnya seru, spot foto nya juga menarik dan yang utama pelayanan GUIDE nya ramah sekali. Semoga diberikan keaempatan lagi untuk kembali keaini.;2
Trip yg menyenangkan ,driver nya ramah ,,sabar bgt suruh foto2in termksh mas,,admin nya jg gercep bgt blsn nya ,,ok bgt next trip bakalan ksni LG kalo LG jalan2 ke Yogya dan sekitarnya trmksh;2
Menyenangkan, pembawaan mobil bagus, ramah, saran perbaikan agar naik turun penumpang di depan pintu masuk tidak perlu ikutan ke tempat parkir;2
Keren, ramah dan recomended.;2
sangat menyenangkan...;2
Seru dan menyenangkan;2
Sangat amat memuaskan, rekomen untuk yg corporate sih. Karna banyak paket nya. Untuk pelayanan nya juga oke banget, semua driver nya ramah banget???? terimakasih ka????;2
Seru banget, drivernya berpengalaman;2
Sangat bagus dan direkomendasikan untuk keluarga/perusahaan dan Anda harus mencoba VW Safari di Borobudur.;2
Sangat menyenangkan dan kooperatif;2
Seruu dan sukak banget rent VW disini!! Selain mimin nya yang amat sangat fast-respond, driver sekaligus tour guide kita sangat informatif and ofc ramah bgt! Berbakat untuk arahin gaya dan spot angle yang bagus untuk foto pula! A big shoutout to Pak Rahmat to guide us in today’s amazing trip with this Bumblebee ?? Highly recommended!!;2
"Halo Dolan Ndeso Borobudur,
Terima kasih telah memberikan pelayanan yang sangat baik kepada para tamu. Semua yang terbaik untuk Anda.";2
Mantep;2
Pelayanan yang baik dan supir yang ramah yang akan membantu Anda dalam mengambil foto ??;2
Pengalaman yang seru dan menyenangkan. Team yang terlibat juga ramah, interaktif dan spot foto nya keren-keren semua. Mantabs..perhatankan dan semoga tambah keren lagi.;2
Pengalaman yg menyenangkan guide nya ramah bgt.. Keliling2 ke umkm sekitar pengalaman membatik dan gerabah bikin anak2 happy..;2
"Pertama kali gunakan jasa dari agen travel ini untuk VW Safari
Penilaian saya: 10/10
Yang utama keramahan driver
Sangat informatif dan helpful
Kondisi kendaraan bagus, bersih dan terawat
Highly recommended

Salam,
Krisdianto Soedarmono
Direktur Bisnis
Kementerian Koperasi dan UKM";2
Good bangett;2
pelayanan bagus, walaupun via wa pesen   nya buat keluarga, tetep lancar jaya dan arahannya ramah sekali plus dibantu foto foto ?? semoga makin rame ya ??;2
luaarrrr biasaaaa, mantab tenan;2
"Mantabs
Dengan harga segitu puas dengan pelayanannya di tambah driver humble banget tooobbbbbbs";2
Mobil nya bgs, terawat, sesuai request, driver ok, customer service fast response ??????;2
Sangat membantu dan ramah;2
Sangan menyenangkan, happy semua, gembira semua, drivernya baik semua.....sangat puas.????;2
Benar-benar puas. Pelayanan yang luar biasa, driver yang sangat profesional & respon yang cepat dari admin. Terima kasih ??;2
Rekomen banget buat yang mau merasakan VW trip Borobudur,driver nya mas Udin pelayanannya bagus bgt,foto dan video keren2..anak2 sukak keluarga seneng banget;2
keren, unit nya juga bagus, adminnya ramah walaupun banyak tanya hehe, next kalau ngetrip kesini lagi ??;2
Sangat menyenangkan, pelayanan ramah, recommended banget.. makasih ??????????;2
Pelayanannya sangat baik dan ramah...;2
Terima kasih.. sangat menikmati perjalanan bersama VW Dolan Ndeso.. view indah dan sejuk..;2
Pelayanan tour guide nya sangat memuaskan dan sangat ramah. Kami sekeluarga enjoy bisa keliling desa sekitar borobudur. Terima kasih banyak ya.... sukses selalu;2
"Pelayan nya mantap ,, driver nya juga ga kalah mantap ,, dan smua team yg terlibat juga mantappp ,, rekomend bgd klo kalian ke jogja .
18 Agustus 2023";2
Tourguidenya Ramah, Sangat Komunikatif dan edukatif, wisata yang cocok untuk keluarga makasih banyak experience nya;2
super seruuuuu;2
Alhamdulillah ga salah pilih tour VW,mobilnya bersih,nyaman di tumpangi,drivernya juga sangat ramah dan helpful..;2
Last minute reservation dilayani dengan sangat baik. Pemandu nya ramah. Pelayanannya bagus. Rekomendasi buat yang mau nikmati tour dengn nuansa yang berbeda. Terima kasih mas mbak??????;2
Layanan yang luar biasa untuk menikmati liburan di sekitar Borobudur;2
Pelayanan ramah.. Menyenangkan;2
"Pelayanan excellent,
1. Drivernya sangat membantu dg mengarahkan gaya foto, video dan penjelasan obyek yg baik selama perjalanan. Driver Dani OK
2. Mobil VW keren bersih dan nyaman

Recommended ????";2
..crew yg ramah dan sangat helpfull..thanks yaaa Dolan Ndeso, sampai ketemu lagi;2
Pelayanan yg sangat memuaskan;2
mantap sekali;2
"Manteppp Armada VWnya Terawat dan Keren2 (Sepertinya Hoby Koleksi VW Yah heee)
dan Teamnya (Drivernya) Ramah2 Sekaligus Menjadi Tour Guide Kita Juga.
TERBAIKSSSSS";2
"Sy sekeluarga mengambil paket medium trip, menurut sy sangat menyenangkan, driver / guide yg menemani kami sgt baik dlm menjelaskan semua hal yg terlihat di sepjg trip yg dilalui, dan juga pengalaman menaiki vw ""camat"" yg sy sm skl ga sangka akan senyaman itu. Tks banyak tim vw tour borobudur";2
"Driver baik, pelayanan juga baik.
Terima kasih";2
Pelayanan ramah sekalii?? VWnya gaada masalah, driver ramah, destinasi foto & kunjungan bagus2. Ngga nyesel pilih tour ini???? Worth every penny!;2
Semuanya menyenangkan.. ??;2
"Perjalanan yg menyenangkan dengan tour guide yg ramah… Admin very helpful..
Anak2 happy banget VW safari bersama Dolan Ndeso ??";2
Pelayanan yang sangat baik...;2
Pelayanannya oke banget,,drivernya helpfull mulai dr foto dan kasih semua info2 seputar wisata,,kereeen;2
Saya butuh tour VW dadakan utk tamu dari Bandung, dan dolan ndeso bisa memfasilitasi. Respon cepat, pelayanan ramah dan sangat membantu. Terimakasih ya;2
"Senang sekali tour vw hari ini. Staff dari Dolan Ndeso sangat ramah sekali, helpful, pintar membantu mengambilkan foto dan sangat informatif ??
Patut dicoba dan saya pasti akan rekomendasikan ke teman2.";2
Luar biasa... pelayanan yang baik dari penyelenggara...;2
"Menyenangkan VW-nan sekeluarga. Keluar masuk perkampungan, bernostalgia. #kopiluwak #gulajawa
Mobilnya OK, drivernya sabar n komunikatif.  Tq mas Hana. Sampe ketemu lagi dg rombongan yg lebih besar lgi";2
Sudah 2x VW Tour & selalu pengen kembali, sukses terus Dolan Ndeso Borobudur;2
Terimakasih banyak.. honestly ak happy bgt diajakin jalan-jalan sama mas ozi. Pesen yg medium (3 jam perjalanan) tp malah lebih dr 3 jam (200 menit kurlebnya). Dan tolong kpd owner, kasi penghargaan tertinggi bt mas ozi. Karna hasil fotonya keren2 banget.. BERUNTUNG DI BAWA SAMA MAS OZI;2
Pelayanan yang baik!;2
Pelayanannya oke bgt! Mulai dari admin yg fast respon, trs bisa dipickup di restoran juga. Penjemputan tepat waktu, drivernya super ramah + sangat semangat. Apalagi pas take video niat bgt. Next bakal coba yg trip seharian pasti seru bgt???? thank you Dolan Ndeso????????;2
Mas dani yg menjadi guide kami ramah dan tulus dan sekaligus jadi fotografer yg keren;2
Sangat menarik, mengangkat budaya Lokal, pemandangan indah.;2
"Luaarrr Biaasaaa... ????????
Mobilnya kereeen, Driver nya ramah..
Mendampingi dan menjelaskan kami sekeluarga sehingga nyaman dalam berwisata..
Juga dipilihkan lokasi spot Foto2 yg spektakuler..
Terimakasih ya Mas...
Semoga Dolan Deso Borobudur semakin sukses, Aamiin..";2
Menyenangkan;2
Luar biasa..Tq;2
Pelayanan yang baik, pengemudi yang baik;2
sangat menyenangkan;2
Recomended,pelayanan memuaskan, driver ramah dan ahli foto+video;2
Oke bangeet,staff nya ramah recomended;2
keramahan yang luar biasa dari mas Gilang ????????;2
Alhamdulillah kami mendapat pengalaman  baru mengenai wisata edukasi  di Borobudur ini, akan kami rekomendasikan kepada temen2 kami di Bandung, perihal wisata VW Safari di Borobudur ini.;2
Pelayanan Nya bagus, team nya ramah2 dan destinasinya memuaskan. Recomended;2
Menyenangkan sekali,ga cuma keliling foto2 naik VW tapi juga sekalian bisa belajar nambah pengetahuan cara buat kerajinan gerabah & madu;2
"Sangat menyenangkan, pengalaman baru yg kami dpt, berkeliling wisata dng VW, ke bukit Rhema. Walau panas terik sdh tak dirasa Krn penuh sukacita.
Driver nya ramah baik, semua pelayanan sangat membantu. Mantaaap";2
Pemandu wisata yang luar biasa ramah bangettttttttttttttt;2
Sudah 2x menggunakan jasa nya untuk VW borobudur. Recomended service,;2
Sangat rekomendasi. Mendadak cari dr web wa dan fast response. Admin dan drivernya ramah. Membuat pengalaman berkesan. Pas sekali untuk membawa keluarga keliling2 desa dan sekitaran borobudur??;2
Alhamdulillah...seru bngt petualangan kami hari ini... Driver nya baik bngt...sabar bngt saat motoin kami sampai dpt hasil foto yg bagus...terimakasih Dolan Ndeso Borobudur;2
Sangat memuaskan;2
Seru banget..pengalaman yang menyenangkan, Drivernya Ramah banget trus juga inisiatif banget buat ambil foto di mana2 dan mengarahkan gaya juga..Tadi ambil Short Trip (2Jam) karena pengen ajak Mama yang sudah sepuh muter2 liat alam pedesaan aja c..Mantaaap laaah pokoknya..;2
sangat menyenangkan naik VW keliling desa area Borobudur.Yang disayangkan terik mataharinya luar biasa panasssnya???? dan sebenarnya saya pengennya dapat VW dengan warna yang cetar hahahahah ttp karena dalam perbaikan untuk menyambut lebaran, kita dapat warna gelap???? next mudah2an bisa berkunjung kesini lagi.Terima kasih para driver yang telah menyupiri kami????;2
Sangat mengakomodir semua kebutuhan;2
Perjalanan yang menyenangkan, Tour leader yg ramah dan atraktif, menguasai event dengan baik, spot² foto yg menawan. Sistem booking yang mudah, aman dan nyaman. Terima kasih atas pelayanannya.. Sudah pasti akan kembali ke Jogja dan booking dolan Ndeso, dooong..;2
Top;2
Pelayanan bagus, dan kerjasama tempat umkm nya bagus semua;2
"Happy banget!!
semua crew handle kami dengan sangat baik, ramah dan seru!
Recomend untuk bawa rombongan dan pribadi";2
trip seru di sekitar borobudur, drivernya ramah & informatif plus jago fotoin. sukses teruss!;2
Pengalaman tour vw pertama kami, mengesankan....next sy kembali;2
Pengalaman yang menyenangkan, tur dengan VW safari sambil menikmati view yang memanjakan mata, membatik dan membuat gerabah, driver yang all in one (ya driver, ya tour guide, ya photographer), adminnya pun ramah & fast response, dari awal reservasi sampai selesai tour semuanya menyenangkan ??;2
sangaat puas! pesan di hari h bisa mendadak, admin ramah, driver ramah sekali dan fotografer yang bagus eheheh!;2
Makasih buat Dolan Ndeso Borobudur, pelayanan Admin n Driver nya memuaskan…..;2
Terimakasih banyak dolan ndeso vw tournya. Sangat menyenangkan dan berkesan??. Drivernya juga sangat ramah dan pintar foto foto dan videonya. Sukses terus dolan ndeso;2
Seru banget, jalan2 sambil edukasi utk anak2, foto2 dan jajan??;2
Experience yang sangat menyenangkan… pelayanan prima… pengemudi Vw pun sangat jago memfoto dan mengerahui spot2 foto yy bagus… jalan yg dipilih pun sangat indah pemandangannya… i’ll be back someday;2
Pengalaman yang seru dengan Dolan Ndeso Borobudur, cukup untuk mengobati kangen berkendara dengan VW klasik. Personel ramah dan juga dapat mendampingi perjalanan dengan baik. Pendamping juga punya kemampuan fotografi yang baik. Overall rekomended......!;2
Ini kali pertama jalan jalan ke magelang, ga tau mau ngapain, akhirnya ga sengaja dpt no telp dolan ndeso borobudur. Dari pertama liat katalognya, feelingku dah ok, waktu coba wa, tambah sreg krn adminnya ramah dan cpt responnya, sampai pada akhirnya kami tiba dimagelang dan nyobain jalan jalan pakai vw nya, bener bener menyenangkan, pak udin yang kebetulan ditugaskan nganter kami, ramah dan bisa cerita banyak seputaran destinasi yang kami tuju dan juga seputaran borobudur dan masyarakatnya. Terima kasih banyak dolan ndeso borobudur, Insya Allah kalau kembali lg ke magelang kita jalan jalan bareng lagi ya.;2
Respon CS sangat bagus,ramah, cepat,,sukses terus ya;2
Nikmati perjalanan saya;1
Menyenangkan, pelayanan nya baik dan ramah, berwisata dengan orang tua pun nyaman;2
pengalaman baru, konsepnya bagus, view nya keren, pelayanannya excellent;2
Provider Tour Borobudur yg keren. Layanannya cepat, nyaman, harga pun cukup bersaing dan terjangkau. Alhamdulillah dpt VW yg warnanya kereen and drivernya helpfull.. thanks yaa.. sukses terus ke depannya;2
Terima kasih sudah nemenin jalan2 dan bisa lihat spot bagus di area Borobudur... Sangat rekomend buat temen2 yang mau wisata ke Borobudur...;2
Menyenangkan .. dengan driver ramah dan sigap motret .. terima kasih ya .. sukses selalu;2
Seruuuu, driver ramah, pokoknya puas!!;2
Sensasi pengalaman menjelajahi kawasan sekitar Borobudur dengan mobil VW klasik. Pelayanan baik dan memuaskan. Driver ramah dan helpful. Harga sepadan dengan jasa yang diberikan.;2
"Pelayanan memuaskan..
Drivernya ramah
Terima kasih Dolan Ndeso ??";2
"WORTH IT ??????
paket komplet, mobil, view, driver, rute, harga
semua best pake bingitss, recomended
pilihan terbaik pagi dan sore ya gaesss
NEXT REPEAT AGAIN ??";2
Terimakasih mb adm yg fast respon bgt, pas ketemu di meeting point udah di tunggu mas Driver dan VWnya. Alhamdulillah smua lancar, bisa menikmati perjalanan dan berkesan. Makasih mas drivernya yg sabar , informatif komunikatif. Dan ngebantuin  bikinin video dan  angel foto2 yg bagus Next time pengen lagi dg destinasi2 yg lain.;2
Super istimewa ..sangat memuaskan...wajib bawa rombongan yg banyak ni....??????;2
Gak ragu kasih bintang 5, bener2 fast response pdhl saya order dadakan karna gak ada planning sblmnya mau kesana. Sampe di meeting point gak nunggu lama lgsg dijemput driver dan VW nya. Totalitas bgt pula si mas nya pas nge guide sampe ngarahin dan moto2in, amazingly jg hasil jepretannya bagus semua. Nge rekomendasiin jg tempat makan siang dan ternyata bener enak. Pasti pakai jasa ini lg kalo ke jogja;2
Terima kasih atas pelayanan dan pengalaman yang tak terlupakan, semoga lain hari bisa wisata kesini lagi ??????;2
Spot nya bagus2 cocok untuk keluarga atau dengan teman, driver nya bisa ambil foto yg bagus ??????;2
Guide nya ramah, informasinya jelas dan lengkap, mengerti sejarah.;2
Seru dan fun. Thank you.;2
Main VW borobudur disini mantap;2
Admin fast respon, pelayanan cepat, ramah, vw keadaan baik, driver informatif;2
Pelayanan sangat baik dan ramah;2
Mantap;2
Ramah pelayanannya;2
"Mas tour guide + drivernya ramaaaah puool. Informatif juga.
Mantap";2
Walaupun kita dateng telat, mereka mau nungguin dan tetap sesuai destinasi????;2
Sangat berkesan walaupun panas panasan;2
Rekomendasi banget.. Service pelayanan luarbiasa sekali;2
Asyik menyusuri desa mampir di UMKM;2
Pelayanan memuaskan, driver nya bagus ramah;2
Driver VW safari terjangkau, foto foto instagramable;2
Driver vw safari foto2 bagus;2
Lumayanlah buat ngitemin badan tp manfaat buat anak terutama,banyak tempat edukasi anak;2
Tour guidenya ramah bgt & bisa foto2 jg, harga tour bersaing & ada macam2 paket tour, cocok untuk keluarga/pasangan;2
Cara lain untuk menikmati daerah sekitar borobudur, dengan vw safari;1
Pemandangan sepanjang safari sangat indah;2
VW Safari Borobudur menawarkan pengalaman yang unik, terutama jika Anda bersama dengan kelompok besar. Namun, tempat-tempat yang kami kunjungi, seperti produsen madu dan gula, tidak terlalu menarik kecuali jika Anda memang ingin membeli sesuatu dari mereka.;2
Perjalanan yang menyenangkan menggunakan VW Safari, melewati suasana pedesaan yang masih asri dan udaranya segar, supirnya juga sangat ramah, spot foto nya juga bagus. Kemarin ambil yang medium dengan tujuan 3 UMKM (membatik, kerajinan gerabah, peternakan madu) dan 2 tempat spot foto yaitu Svarga Bumi (suasana persawahan) dan Randu Alas (lapangan dengan latar belakang foto bukita menoreh). Recomended buat yang mau wisata di kawasan Borobudur;2
Tour keliling borobudur, pelayanan terbaik, armada vw instagramable;2
Menyenagkan;2
Sudah 8 tahun menjalani usaha dunia perentalan dari kecil - besar;1
Asyiiik....;2
Bagus buat keluarga??;2
Pertama kali direkomen sama temen. Truuus berkali-kali pakai jasa tour VW Borobudur ini;2
Sangat baik dalam hal pelayanan dan harga.;2
Asyik banget tour Borobudur dengan Vw.. mobilnya nyaman dan terawat;2
Nice;2
Vw safari borobudur dengan paket hemat;1
Pengalaman seru berakhir pekan dengan vw safari;2
Menikmati pemandangan alami nuansa pedesaan di sekitar Candi Borobudur;1
Bagus;2
